"mov_id","mov_idusuario","mov_concepto","mov_importe","mov_tipo","mov_estado","mov_fechaalta"
"1117","101","Cita Katia 8/01","12","100","A","2019-01-18"
"1118","101","Cita Patricia 14/01","22","100","A","2019-01-18"
"1119","62","cita Carla ","18","100","A","2019-01-18"
"1120","36","Cita Carla 8/01","12","100","A","2019-01-18"
"1121","36","Cita Valentina 12/01","12","100","A","2019-01-18"
"1122","36","Abono ORO","2","100","A","2019-01-18"
"1123","62","Cita Katia","10","100","A","2019-01-18"
"1124","79","Cita Katia 18/01","-120","200","A","2019-01-18"
"1125","36","Cita Valentina 21/01","-120","200","A","2019-01-21"
"1126","62","cita Katia 23/01","-120","200","A","2019-01-23"
"1127","312","Cita Katia 18/01","10","100","A","2019-01-24"
"1128","297","cita Selena 22/01","10","100","A","2019-01-24"
"1129","157","cita Valentina 22/01","12","100","A","2019-01-24"
"1130","293","Cita Katia 18/01","10","100","A","2019-01-24"
"1131","62","Cita Clara 22/01","12","100","A","2019-01-24"
"1132","253","cita Clara 19/01","10","100","A","2019-01-24"
"1133","157","cita carla 29/01","11","100","A","2019-01-31"
"1134","250","cita Valentina 29/01","8","100","A","2019-01-31"
"1135","101","Cita Katia 28/01","12","100","A","2019-01-31"
"1136","41","Cita Clara ","12","100","A","2019-01-31"
"1137","328","Bienvenida","15","100","A","2019-01-31"
"1138","328","cita Sonia 14/01","12","100","A","2019-01-31"
"1139","328","Cita clara 22/1","12","100","A","2019-01-31"
"1140","172","Cita Clara 27/01","8","100","A","2019-01-31"
"1141","172","Cita Patri 26/01","8","100","A","2019-01-31"
"1142","269","Cita Clara 24/01","8","100","A","2019-01-31"
"1143","7","Cita Silvia 23/01","12","100","A","2019-01-31"
"1144","172","cita Cristina 1/02","-80","200","A","2019-02-01"
"1145","18","Cita Patri 4/02","-110","200","A","2019-02-04"
"1146","195","cita Cristina 08/01","12","100","A","2019-02-08"
"1147","195","cita Silvia 17/01","12","100","A","2019-02-08"
"1148","195","Cita Miriam 29/01","11","100","A","2019-02-08"
"1149","195","Cita Selena 31/01","12","100","A","2019-02-08"
"1150","195","Cita  Jade 6/02","12","100","A","2019-02-08"
"1151","328","Cita Isabella 1/02","12","100","A","2019-02-08"
"1152","199","cita Selena 6/02","12","100","A","2019-02-08"
"1153","36","cita carla 25/01","5","100","A","2019-02-08"
"1154","36","cita carla 31/01","13","100","A","2019-02-08"
"1155","36","cita Valentina 4/02","13","100","A","2019-02-08"
"1156","36","Cita  Jade 6/02","13","100","A","2019-02-08"
"1157","113","Cita Lorena 4/02","8","100","A","2019-02-08"
"1158","172","Cita Cristina 4/02","8","100","A","2019-02-08"
"1159","254","Cita Valeria 25/01","13","100","A","2019-02-08"
"1160","254","Cita Valentina 5/02","8","100","A","2019-02-08"
"1161","269","Cita Valeria 1/02","8","100","A","2019-02-08"
"1162","62","cita Valeria 4/02","13","100","A","2019-02-08"
"1163","297","Cita Miriam 31/01","9","100","A","2019-02-08"
"1164","156","Cita Valeria 1/02","11","100","A","2019-02-08"
"1165","62","Cita Valeria 1/02","13","100","A","2019-02-08"
"1166","79","cita Jade 8/02","-130","200","A","2019-02-08"
"1167","18","cita Jade 11/02","-110","200","A","2019-02-11"
"1168","62","Cita Valentina","13","100","A","2019-02-18"
"1169","62","cita Belen","13","100","A","2019-02-18"
"1170","156","citta Lorena 15/02","11","100","A","2019-02-18"
"1171","101","Cita Patricia 14/02","23","100","A","2019-02-18"
"1172","297","Cita Lorena 11/02","11","100","A","2019-02-18"
"1173","172","Cita Patri 8/02","8","100","A","2019-02-18"
"1174","157","Cita Jade 20/02","11","100","A","2019-02-21"
"1175","204","Bienvenida","15","100","A","2019-02-22"
"1176","204","Cita Miriam 21/02","11","100","A","2019-02-22"
"1177","49","Cita Carla 21/02","11","100","A","2019-02-22"
"1178","68","Cita Valentina20/02","8","100","A","2019-02-25"
"1179","328","Cita Miriam 18/02","9","100","A","2019-02-25"
"1180","36","Abono diferencia cita oro","4","100","A","2019-02-25"
"1181","36","Cita Carla 11/02","13","100","A","2019-02-25"
"1182","335","Bienvenida","15","100","A","2019-03-08"
"1183","335","Cita Miriam 7/03","6","100","A","2019-03-08"
"1184","36","Cita Lorena 1/03","13","100","A","2019-03-08"
"1185","36","Cita Isabella 5/03","5","100","A","2019-03-08"
"1186","195","citas Lorena 11.12.25 febrero","39","100","A","2019-03-08"
"1187","195","Cita Valentina 18/02","13","100","A","2019-03-08"
"1188","7","Cita Lorena 1/03","8","100","A","2019-03-08"
"1189","68","Cita Valentina20/02","5","100","A","2019-03-08"
"1190","113","Cita lorena 28/02","11","100","A","2019-03-08"
"1191","161","Cita Katia 4/03","8","100","A","2019-03-08"
"1192","18","cita Lorena 15/03","-80","200","A","2019-03-15"
"1193","36","Cita Valentina 11/03","13","100","A","2019-03-15"
"1194","36","Cita Alicia 12/03","13","100","A","2019-03-15"
"1195","62","Cita Victoria","13","100","A","2019-03-15"
"1196","62","Citas Victoria","48","100","A","2019-03-15"
"1197","269","Cita Carla 8/03","8","100","A","2019-03-15"
"1198","195","Cita Lorena 18/03","-130","200","A","2019-03-18"
"1199","338","Bienvenida","15","100","A","2019-03-25"
"1200","338","Citas Valentina","16","100","A","2019-03-25"
"1201","338","Cita Miriam 14/03","6","100","A","2019-03-25"
"1202","338","Cita Isabella 15/03","8","100","A","2019-03-25"
"1203","338","Cita Carol 16/08","8","100","A","2019-03-25"
"1204","338","Citas Carla 18/20-03","16","100","A","2019-03-25"
"1205","68","Cita Lorena 22/03","8","100","A","2019-03-25"
"1206","68","Cita Valentian 22/03","8","100","A","2019-03-25"
"1207","113","Duplex Lorena Carol 21/03","16","100","A","2019-03-25"
"1208","12","Duplex Lorena selena 20/03","16","100","A","2019-03-25"
"1209","23","Duplex ","20","100","A","2019-03-25"
"1210","268","Bienvenida","15","100","A","2019-03-25"
"1211","268","cita Caroll","11","100","A","2019-03-25"
"1212","328","Cita Miriam  12/03","9","100","A","2019-03-25"
"1213","339","Bienvenida","15","100","A","2019-03-25"
"1214","339","Cita Lorena 21/03","8","100","A","2019-03-25"
"1215","339","Cita Miriam 260/02","6","100","A","2019-03-25"
"1216","62","Cita Valeria 26/03","-130","200","A","2019-03-26"
"1217","157","Cita Carla 27/08","-110","200","A","2019-03-27"
"1218","297","Cita Lorena 1/04","11","100","A","2019-04-02"
"1219","297","Cita Valentina 26/03","11","100","A","2019-04-02"
"1220","338","Cita Belen 28/03","8","100","A","2019-04-02"
"1221","338","Abono cita sorpresa 40%","3","100","A","2019-04-02"
"1222","195","Cita Lorena 6/03","29","100","A","2019-04-02"
"1223","195","Cita Selena 13/03","29","100","A","2019-04-02"
"1224","195","Cita Lorena 25/03","13","100","A","2019-04-02"
"1225","339","Cita Isabella 26/03","11","100","A","2019-04-02"
"1226","339","Abono cita sorpresa 40%","4","100","A","2019-04-02"
"1227","339","Cita Valentina 28/03","8","100","A","2019-04-02"
"1228","67","Cita Valentina 27/03","13","100","A","2019-04-02"
"1229","79","Cita Cristina 27/03","13","100","A","2019-04-02"
"1230","202","Cita Lorena 27/03","13","100","A","2019-04-02"
"1231","338","Cita Isabella 22/03","8","100","A","2019-04-02"
"1232","338","Cita Cristina 5/04","-80","200","A","2019-04-05"
"1233","269","Cita Cristina 23/04","9","100","A","2019-04-24"
"1234","269","Cita Cristina 5/04","8","100","A","2019-04-24"
"1235","303","Cita Miriam 23/04","9","100","A","2019-04-24"
"1236","338","Cita Valentina 22/04","8","100","A","2019-04-24"
"1237","36","Cita Carla 9/04","13","100","A","2019-04-24"
"1238","36","complemento oro cristina 10/04","5","100","A","2019-04-24"
"1239","36","Cita Cristina 17/04","13","100","A","2019-04-24"
"1240","113","Cita Lorena 8/04","8","100","A","2019-04-24"
"1241","338","Cita Katia 17/04","8","100","A","2019-04-24"
"1242","254","Cita Cristina 10/04","8","100","A","2019-04-24"
"1243","338","Cita Isabella 12/04","8","100","A","2019-04-24"
"1244","156","Cita Carol 12/04","11","100","A","2019-04-24"
"1245","339","Cita Carla 10/04","8","100","A","2019-04-24"
"1246","338","Cita LOrena 10/04","8","100","A","2019-04-24"
"1247","36","cita Isabella 24/04","-130","200","A","2019-04-25"
"1248","36","Abono ORO","25","100","A","2019-04-25"
"1249","12","Duplex Lorena Selena 24/04","18","100","A","2019-04-25"
"1250","269","cita Valeria 26/04","-80","200","A","2019-04-26"
"1251","269","Cita Valentina 26/04","9","100","A","2019-05-06"
"1252","122","Bienvenida","15","100","A","2019-05-06"
"1253","122","Cita Lorena 3/04","9","100","A","2019-05-06"
"1254","122","cita Isabella 22/04","9","100","A","2019-05-06"
"1255","254","Cita Valentina 20/04","9","100","A","2019-05-06"
"1256","263","Cita Miriam 24/04","11","100","A","2019-05-06"
"1258","156","cita Claudia 26/04","11","100","A","2019-05-06"
"1259","338","cita carla 25/04","11","100","A","2019-05-06"
"1260","38","cita claudia 25/04","11","100","A","2019-05-06"
"1261","338","Cita Valentina 22/04","9","100","A","2019-05-06"
"1262","338","Cita Valentina 24/04","11","100","A","2019-05-06"
"1263","338","cita lorena 25/04","11","100","A","2019-05-06"
"1264","339","cita Carol 25/04","9","100","A","2019-05-06"
"1265","348","Bienvenida","15","100","A","2019-05-13"
"1266","348","Duplex Carol Andrea 10/05","18","100","A","2019-05-13"
"1267","108","Cita Katia 11/05","13","100","A","2019-05-13"
"1268","347","Bienvenida","15","100","A","2019-05-13"
"1269","347","Cita Cristina 9/05","9","100","A","2019-05-13"
"1270","156","Cita Claudia 10/05","9","100","A","2019-05-13"
"1271","338","Cita Carla 9/05","13","100","A","2019-05-13"
"1272","12","Cita claudia 9/05","9","100","A","2019-05-13"
"1273","195","cita lorena 11-30/04","26","100","A","2019-05-13"
"1274","195","cita Valentina 6/05","13","100","A","2019-05-13"
"1275","179","Cita Estela 6/05","22","100","A","2019-05-13"
"1276","113","cita duplex cris lorena 6/05","22","100","A","2019-05-13"
"1277","113","cita Claudia 6/05","9","100","A","2019-05-13"
"1278","62","cita carol","9","100","A","2019-05-13"
"1279","62","cita estela ","13","100","A","2019-05-13"
"1280","179","cita Andrea 15/05","-130","200","A","2019-05-15"
"1281","233","Cita Claudia 1/05","13","100","A","2019-05-16"
"1282","338","cita Lorena 14/05","9","100","A","2019-05-16"
"1283","158","Cita Estela 13/05","13","100","A","2019-05-16"
"1284","36","Cita Claudia 29/04","13","100","A","2019-05-16"
"1285","36","cita alicia 30/04","13","100","A","2019-05-16"
"1286","36","cita cristina 6/05","13","100","A","2019-05-16"
"1287","36","cita estela 7/05","13","100","A","2019-05-16"
"1288","36","cita cristina 9/05","13","100","A","2019-05-16"
"1289","36","cita carla 13/05","5","100","A","2019-05-16"
"1290","36","cita cristina 14/05","13","100","A","2019-05-16"
"1291","36","Abono ORO","16","100","A","2019-05-16"
"1292","338","Cita Claudia 10/05","9","100","A","2019-05-16"
"1293","338","Cita patri 15/05","11","100","A","2019-05-16"
"1294","253","citas katia 11-12/05","22","100","A","2019-05-17"
"1295","254","citas andrea 10-11/05","20","100","A","2019-05-17"
"1296","254","citas lorena  16/05","9","100","A","2019-05-17"
"1297","12","duplex andrea marta 16/05","18","100","A","2019-05-17"
"1299","36","Cita Marta 21/05","-130","200","A","2019-05-21"
"1300","269","Cita Andrea 17/05","9","100","A","2019-05-27"
"1301","332","Bienvenida","15","100","A","2019-05-27"
"1302","332","Cita Andrea 17/05","13","100","A","2019-05-27"
"1303","172","Cita Belen sorpresa","12","100","A","2019-05-27"
"1304","172","cita belen 15/5","11","100","A","2019-05-27"
"1305","38","Cita Andrea 21/05","13","100","A","2019-05-27"
"1306","217","Cita Selena ","13","100","A","2019-05-27"
"1307","195","Cita claudia 9/05","9","100","A","2019-05-27"
"1308","195","cita lorena 20/05","30","100","A","2019-05-27"
"1309","12","cita Andrea 22/05","11","100","A","2019-05-27"
"1310","41","cita claudia ","9","100","A","2019-05-27"
"1311","297","cita Andrea 16/05","11","100","A","2019-05-27"
"1312","297","cita Marta 20/05","11","100","A","2019-05-27"
"1313","303","Cita Marta 23/05","11","100","A","2019-05-27"
"1314","68","cita katia 24/05","13","100","A","2019-05-27"
"1315","101","cita Lorena 21/05","35","100","A","2019-05-27"
"1316","254","cita Lorena 22/05","9","100","A","2019-05-27"
"1317","254","cita Andrea 23/05","13","100","A","2019-05-27"
"1318","350","Bienvenida","15","100","A","2019-05-27"
"1319","350","Cita Lorena 24/05","24","100","A","2019-05-27"
"1320","350","Abono cita sorpresa","7","100","A","2019-05-27"
"1321","179","cita Andrea 22/05","19","100","A","2019-05-27"
"1322","79","Cita Andrea 28/05","13","100","A","2019-05-29"
"1323","38","cita marta 27/05","9","100","A","2019-05-29"
"1324","338","cita Claudia 18/05","11","100","A","2019-05-29"
"1325","338","Cita Marta 29/05","-130","200","A","2019-05-29"
"1326","171","Cita Andrea 30/05","13","100","A","2019-05-30"
"1327","38","Cita Lorena 30/05","13","100","A","2019-05-30"
"1328","113","CITAS 29/03","29","100","A","2019-05-30"
"1329","338","CITA MIRELLA 29/05","9","100","A","2019-05-30"
"1330","68","Cita Estela 30/06","13","100","A","2019-05-30"
"1331","158","cita Estela 30/05","-130","200","A","2019-05-30"
"1332","156","Citas 30/05","26","100","A","2019-05-30"
"1333","12","Cita Selena5/06","-90","200","A","2019-06-05"
"1334","12","Duplex Marta Mirella 5/06","18","100","A","2019-06-05"
"1335","195","cita Marta 7/06","-130","200","A","2019-06-07"
"1336","27","Cita Cristina 10/06","-90","200","A","2019-06-10"
"1337","36","cita Marta 10/06","13","100","A","2019-06-11"
"1338","36","cita cris   6/06","13","100","A","2019-06-11"
"1339","36","Cita Lorena 4/06","13","100","A","2019-06-11"
"1340","36","Cita Cris 3/06","19","100","A","2019-06-11"
"1341","36","Cita Marta 31/05","13","100","A","2019-06-11"
"1342","36","Cita Marta 29/05","13","100","A","2019-06-11"
"1343","41","cita miriam ","11","100","A","2019-06-11"
"1344","348","Cita Lorena 6/06","9","100","A","2019-06-11"
"1345","254","cita Andrea 10/06","13","100","A","2019-06-12"
"1346","254","cita Lorena 12/06","-90","200","A","2019-06-12"
"1347","41","Cita Marta 12/06","-130","200","A","2019-06-12"
"1349","68","Cita Marta 17/06","-90","200","A","2019-06-17"
"1350","68","Cita Marta 17/06","9","100","A","2019-06-17"
"1351","157","Cita Lorena 13/06","11","100","A","2019-06-18"
"1352","67","Cita Andrea 14/06","13","100","A","2019-06-18"
"1353","158","Cita Andrea 12/06","22","100","A","2019-06-18"
"1354","269","cita Marta 7/06","9","100","A","2019-06-18"
"1355","12","Duplex jessica andrea 13/06","18","100","A","2019-06-18"
"1356","179","Cita Andrea 12/06","13","100","A","2019-06-18"
"1357","38","Cita Lorena 11/06","9","100","A","2019-06-18"
"1358","254","Cita Lorena 29/05","9","100","A","2019-06-18"
"1359","254","Cita Andrea 30/05","9","100","A","2019-06-18"
"1360","292","Bienvenida","15","100","A","2019-06-18"
"1361","292","cita Andrea 23/05","11","100","A","2019-06-18"
"1362","144","Cita Mirella 20/06","-130","200","A","2019-06-20"
"1363","156","Cita Paola 21/06","-110","200","A","2019-06-21"
"1364","171","Compra puntos 24/06","500","100","A","2019-06-24"
"1365","171","Regalo promocion 24/06","110","100","A","2019-06-24"
"1366","157","Cita Andrea 21/06","11","100","A","2019-06-24"
"1367","101","Cita Jessica 21/06","19","100","A","2019-06-24"
"1368","41","Cita Cristina 20/06","13","100","A","2019-06-24"
"1369","269","Cita Miriam 14/06","7","100","A","2019-06-24"
"1370","158","Cita Paola 18/06","13","100","A","2019-06-24"
"1371","12","Cita paola 20/06","9","100","A","2019-06-24"
"1372","113","cita Lorena 24/06","-90","200","A","2019-06-24"
"1373","101","cita Lorena 24/06","24","100","A","2019-06-24"
"1374","179","Compra puntos 24/06","500","100","A","2019-06-24"
"1375","179","Promocion compra puntos 24/06","110","100","A","2019-06-24"
"1376","179","Cita Andrea 24/06","-130","200","A","2019-06-24"
"1377","171","Cita Katia 27/06","-110","200","A","2019-06-27"
"1378","297","Compra puntos 27/06","300","100","A","2019-06-27"
"1379","297","regalo servicio 27/06","90","100","A","2019-06-27"
"1381","297","Servicio Mirella 27/06","-130","200","A","2019-06-27"
"1382","297","Servicio mirella 3/07","-130","200","A","2019-07-03"
"1383","38","cita Nicol 3/07","-90","200","A","2019-07-03"
"1384","79","Cita Paola 04/07","-130","200","A","2019-07-04"
"1385","69","Cita Miriam 5/07","13","100","A","2019-07-08"
"1386","36","Cita Cristina 17/06","24","100","A","2019-07-08"
"1387","36","Cita Marta 28/06","13","100","A","2019-07-08"
"1388","36","Cita Paola 1/07","13","100","A","2019-07-08"
"1389","36","Cita Marta 2/07","13","100","A","2019-07-08"
"1390","36","Cita Iris 3/07","13","100","A","2019-07-08"
"1391","36","Cita Paola 5/07","13","100","A","2019-07-08"
"1392","335","Cita Mirella 5/07","9","100","A","2019-07-08"
"1393","202","Cita Mirella 4/07","13","100","A","2019-07-08"
"1394","12","Duplex paola iris 4/07","18","100","A","2019-07-08"
"1395","217","Cita Katia","13","100","A","2019-07-08"
"1396","217","Cita Andrea ","13","100","A","2019-07-08"
"1397","292","Cita Mirella 28/06","13","100","A","2019-07-08"
"1398","50","Cita Jessica 2/07","13","100","A","2019-07-08"
"1399","253","Cita Mirella 29/06","11","100","A","2019-07-08"
"1400","269","Cita Cristina 25/06","13","100","A","2019-07-08"
"1401","158","Cita Paola 25/06","13","100","A","2019-07-08"
"1402","68","Cita Marta 25/06","13","100","A","2019-07-08"
"1403","68","Cita Katia 26/06","9","100","A","2019-07-08"
"1404","303","Cita Estela 17/06","11","100","A","2019-07-08"
"1405","101","Cita Jessica 9/07","-190","200","A","2019-07-09"
"1406","171","Cita Lorena 10/07","-110","200","A","2019-07-10"
"1408","36","Cita Iris 10/07","-130","200","A","2019-07-11"
"1409","36","Cita Iris 10/07","13","100","A","2019-07-11"
"1410","36","Cita Paola  11/07","13","100","A","2019-07-11"
"1411","297","Cita Nicol 11/07","-130","200","A","2019-07-11"
"1412","179","cita Andrea10/07","-130","200","A","2019-07-11"
"1413","217","Cita Andrea 9/07","13","100","A","2019-07-15"
"1414","261","Bienvenida","15","100","A","2019-07-15"
"1415","261","Cita Mirella 10/07","13","100","A","2019-07-15"
"1416","67","Cita Miriam  16/07","11","100","A","2019-07-17"
"1417","297","Cita Nicol 18/07","-110","200","A","2019-07-18"
"1418","144","Cita miriam 29/07","-110","200","A","2019-07-29"
"1419","253","cita Mirella 12/07","11","100","A","2019-07-30"
"1420","253","Cita Mirella 26/07","11","100","A","2019-07-30"
"1421","41","cita Nadia 25/07","13","100","A","2019-07-30"
"1422","36","Cita Marta 12/07","13","100","A","2019-07-30"
"1423","36","cita jessica 17/07","13","100","A","2019-07-30"
"1424","36","cita 19/07 Carla","13","100","A","2019-07-30"
"1425","36","Cita Marta 22/07","13","100","A","2019-07-30"
"1426","36","Cita Dulce 23/07","13","100","A","2019-07-30"
"1427","156","Cita Nadia 19/05","11","100","A","2019-07-30"
"1428","12","cita Paola 17/07","9","100","A","2019-07-30"
"1429","195","Cita Lorena 28/06","13","100","A","2019-07-30"
"1430","303","Cita Katia 29/07","11","100","A","2019-07-31"
"1431","158","Cita Paola 30/07","19","100","A","2019-07-31"
"1432","41","Cita Katia 31/07","13","100","A","2019-07-31"
"1433","41","Doble puntuacion","13","100","A","2019-07-31"
"1434","36","Cita Paola 26/07","13","100","A","2019-08-06"
"1435","36","cita Marta 29/07","13","100","A","2019-08-06"
"1436","36","Cita Miriam 30/07","11","100","A","2019-08-06"
"1437","36","Cita Iris 2/08 ","13","100","A","2019-08-06"
"1438","36","doble puntuacion cita Iris","13","100","A","2019-08-06"
"1439","360","Traspaso anterior cuenta socio","30","100","A","2019-08-06"
"1440","360","Cita Andrea 26/6","13","100","A","2019-08-06"
"1441","360","Cita Nadia 27/6","9","100","A","2019-08-06"
"1442","360","duplex nadia paola ","18","100","A","2019-08-06"
"1443","360","Cita Estela 3/07","9","100","A","2019-08-06"
"1444","360","Cita Nadia 4/07","9","100","A","2019-08-06"
"1445","360","Cita Lorena 8/07","9","100","A","2019-08-06"
"1446","360","Cita Nadia 29/07","13","100","A","2019-08-06"
"1447","360","Cita Iria 1/08","13","100","A","2019-08-06"
"1448","360","doble puntuacion cita Iris","13","100","A","2019-08-06"
"1449","360","Duplex Andrea e iris ","18","100","A","2019-08-06"
"1450","360","doble puntuacion Andrea Iris","18","100","A","2019-08-06"
"1451","360","Cita Nadia 3/08","9","100","A","2019-08-06"
"1452","360","Doble puntaucion Nadia ","9","100","A","2019-08-06"
"1453","199","Cita Miriam 5/08","11","100","A","2019-08-06"
"1454","199","Promocion doble puntuacion ","11","100","A","2019-08-06"
"1455","312","Cita Paola 5/08","13","100","A","2019-08-06"
"1456","312","Doble puntuacion Paola","13","100","A","2019-08-06"
"1457","67","Duplex Iris mirella 2/08","25","100","A","2019-08-06"
"1458","67","Doble puntuacion duplex","25","100","A","2019-08-06"
"1459","358","Bienvenida","15","100","A","2019-08-06"
"1460","358","Cita Miriam ","11","100","A","2019-08-06"
"1461","358","cita Miriam ","7","100","A","2019-08-06"
"1462","358","Abono extra cita sorpresa","5","100","A","2019-08-06"
"1463","303","Cita Iris 2/08","11","100","A","2019-08-06"
"1464","303","doble puntuacion iris ","11","100","A","2019-08-06"
"1465","108","cITA pAOLA 3/08","13","100","A","2019-08-06"
"1466","108","Doble puntuacion Paola","13","100","A","2019-08-06"
"1467","156","Cita LOrena 30/07","11","100","A","2019-08-06"
"1468","332","Cita Mirella 1/08","13","100","A","2019-08-06"
"1469","332","Doble puntuacion Mirella","13","100","A","2019-08-06"
"1470","293","Cita Mirella 1/08","11","100","A","2019-08-06"
"1472","171","Cita Miriam 8/08","-90","200","A","2019-08-08"
"1473","360","Cita Nadia 29/08","-90","200","A","2019-08-29"
"1474","293","Cita Jessica 30/08","9","100","A","2019-09-02"
"1475","41","Cita Marta 28/08","13","100","A","2019-09-02"
"1476","36","Cita Marta 2/09","-130","200","A","2019-09-02"
"1477","359","Bienvenida","15","100","A","2019-09-02"
"1478","338","Cita Valentina 8/08","9","100","A","2019-09-02"
"1479","338","Cita Nadia 9/08","9","100","A","2019-09-02"
"1480","360","Cita Lorena 2/09","-90","200","A","2019-09-02"
"1481","360","Cita Andrea 7/08","9","100","A","2019-09-02"
"1482","360","Cita jesiica 13/08","9","100","A","2019-09-02"
"1483","360","Oferta doble puntuacion","18","100","A","2019-09-02"
"1484","293","Citas Andrea 14/08","20","100","A","2019-09-02"
"1485","292","Citas Andrea 14/08","11","100","A","2019-09-02"
"1486","292","Oferta doble puntuacion","11","100","A","2019-09-02"
"1487","158","Cita Paola 19/08","19","100","A","2019-09-02"
"1488","332","cita Iris 19/08","13","100","A","2019-09-02"
"1489","108","Cita Paola 20/08","13","100","A","2019-09-02"
"1490","12","cita jessica iris 19/08","18","100","A","2019-09-02"
"1491","338","Cita Nadia 21/08","9","100","A","2019-09-02"
"1492","156","Cita Marta 22/08","11","100","A","2019-09-02"
"1493","256","Cita ANdrea 21/08","9","100","A","2019-09-02"
"1494","360","Cita Nadia 23/08","9","100","A","2019-09-02"
"1495","108","Cita Iris  24/08","17","100","A","2019-09-02"
"1496","195","Cita Katia 12/08","13","100","A","2019-09-02"
"1497","195","Cita Nadia 16/08","13","100","A","2019-09-02"
"1498","195","Oferta doble puntuacion","26","100","A","2019-09-02"
"1499","195","Cita Marta Andrea 22/08","25","100","A","2019-09-02"
"1500","360","Cita Iris 26/08","13","100","A","2019-09-02"
"1501","312","Cita Iris 27/08","13","100","A","2019-09-02"
"1502","49","Cita Jessica 14/08","11","100","A","2019-09-02"
"1503","32","puntos caducados por inactividad","-55","200","A","2019-09-02"
"1504","32","Cita Miriam 7/08","11","100","A","2019-09-02"
"1505","32","Cita Nadia 13/08","13","100","A","2019-09-02"
"1506","32","Oferta doble puntuacion","24","100","A","2019-09-02"
"1507","161","Cita Katia 16/08","9","100","A","2019-09-02"
"1508","12","Duplex paola andrea","-90","200","A","2019-09-05"
"1509","12","Duplex paola andrea 5/09","9","100","A","2019-09-05"
"1510","253","cita andrea 4/09","11","100","A","2019-09-10"
"1511","108","cita Paola 2/09","13","100","A","2019-09-10"
"1512","363","Bienvenida","15","100","A","2019-09-10"
"1513","363","Cita MIriam 6/09","6","100","A","2019-09-10"
"1514","359","cita Dayana 8/09","9","100","A","2019-09-10"
"1515","360","Cita Iris 9/09","9","100","A","2019-09-10"
"1516","358","cita miriam 17/09","7","100","A","2019-09-18"
"1517","358","Abono extra cita sorpresa","2","100","A","2019-09-18"
"1518","113","duplex iris nadia 12/09","22","100","A","2019-09-18"
"1519","113","cita lorena 12/09","9","100","A","2019-09-18"
"1520","41","cita Iris 22/08","13","100","A","2019-09-18"
"1521","41","Cita Dayana 16/09","13","100","A","2019-09-18"
"1522","195","Cita Lorena 5/09","13","100","A","2019-09-18"
"1523","158","cita paola 13/09","19","100","A","2019-09-18"
"1524","293","Cita Andrea 13/09","11","100","A","2019-09-18"
"1525","79","cita Iris 13/09","13","100","A","2019-09-18"
"1526","253","cita Mirella 12/09","11","100","A","2019-09-18"
"1527","303","Cita Andrea 12/08","11","100","A","2019-09-18"
"1528","303","Oferta doble puntuacion","11","100","A","2019-09-18"
"1529","339","Cita Nadia 28/07","11","100","A","2019-09-19"
"1530","339","cita Miriam 18/09","7","100","A","2019-09-19"
"1531","363","Cita Miriam  16/07","9","100","A","2019-09-19"
"1532","156","Cita Natalia 19/09","11","100","A","2019-09-20"
"1533","67","Cita Miriam 24/09","-110","200","A","2019-09-24"
"1534","195","Cita Miriam 26/09","-110","200","A","2019-09-26"
"1535","360","Cita Natalia 20/09","9","100","A","2019-09-26"
"1536","360","Cita Patricia 17/09","9","100","A","2019-09-26"
"1537","49","Cita Miriam 24/09","9","100","A","2019-09-26"
"1538","269","Cita Carolina 23/09","9","100","A","2019-09-26"
"1539","253","Cita Andrea 21/09","11","100","A","2019-09-26"
"1540","12","Duplex andrea dayana 18/09","18","100","A","2019-09-26"
"1541","32","Cita Miriam y carolina 24/09","18","100","A","2019-09-26"
"1542","229","Bienvenida","15","100","A","2019-09-26"
"1543","229","cita Miriam 12/09","11","100","A","2019-09-26"
"1544","229","cita miriam 17/09","11","100","A","2019-09-26"
"1545","360","CIta Iris 27/09","-90","200","A","2019-09-27"
"1546","179","Cita Natalia 2 horas 30/09","-220","200","A","2019-09-30"
"1547","339","Cita Andrea 20/09","11","100","A","2019-09-30"
"1548","253","Cita Iris 28/09","11","100","A","2019-09-30"
"1549","312","Cita Dayana 11/09","13","100","A","2019-09-30"
"1550","36","Cita Dayana 13/09","13","100","A","2019-09-30"
"1551","36","Cita Iris 16/09","13","100","A","2019-09-30"
"1552","36","Cita Marta 17/09","13","100","A","2019-09-30"
"1553","36","cita Paola 19/09","13","100","A","2019-09-30"
"1554","36","cita Marta 25/09","13","100","A","2019-09-30"
"1555","360","Cita Nadia 26/09","9","100","A","2019-10-01"
"1556","360","Cita Iris 30/09","9","100","A","2019-10-01"
"1557","365","Bienvenida","15","100","A","2019-10-01"
"1558","365","Cita Andrea 27/09","11","100","A","2019-10-01"
"1559","293","cita Andrea 4/10","-86","200","A","2019-10-04"
"1560","293","cita Andrea 4/10","11","100","A","2019-10-04"
"1561","253","Cita Carolina 5/10","-130","200","A","2019-10-07"
"1562","171","Cita Marta 8/10","-130","200","A","2019-10-08"
"1563","179","Cita Andrea 9/10","-130","200","A","2019-10-09"
"1564","292","Cita Dayana 12/10","9","100","A","2019-10-14"
"1565","41","cita Miriam 7/10","13","100","A","2019-10-14"
"1566","36","cita isabella 10/10","13","100","A","2019-10-14"
"1567","36","Cita Marta 11/10","13","100","A","2019-10-14"
"1568","50","cita cintia 11/10","13","100","A","2019-10-14"
